lat, lon, elevation, xIndex, yIndex
74.7177910143671, 67.89288063383358, -3.0, 2, 4
74.72493135522973, 67.89287954687167, -3.0, 3, 4
74.73207169533087, 67.89287814934927, -3.0, 4, 4
74.73921203448012, 67.89287644126645, -2.0, 5, 4
74.7463523724871, 67.89287442262331, -2.0, 6, 4
74.75349270916143, 67.8928720934199, -2.0, 7, 4
74.76063304431277, 67.89286945365635, -1.0, 8, 4
74.7677733777507, 67.89286650333273, -1.0, 9, 4
74.77491370928486, 67.8928632424492, -1.0, 10, 4
74.78205403872487, 67.89285967100587, 0.0, 11, 4
74.78919436588036, 67.89285578900291, 0.0, 12, 4
74.79633469056097, 67.89285159644048, 0.0, 13, 4
74.8034750125763, 67.89284709331875, 1.0, 14, 4
74.81061533173597, 67.89284227963793, 11.0, 15, 4
74.81775564784964, 67.8928371553982, 23.0, 16, 4
74.82489596072692, 67.89283172059977, 25.0, 17, 4
74.83203627017743, 67.89282597524289, 21.0, 18, 4
74.70351115564907, 67.89557163238493, -4.0, 0, 5
74.71065232199382, 67.89557116648155, -3.0, 1, 5
74.71779348795766, 67.89557038997593, -3.0, 2, 5
74.72493465335015, 67.89556930286813, -3.0, 3, 5
74.73207581798084, 67.89556790515815, -3.0, 4, 5
74.73921698165927, 67.89556619684609, -2.0, 5, 5
74.746358144195, 67.89556417793202, -2.0, 6, 5
74.75349930539758, 67.895561848416, -2.0, 7, 5
74.76064046507655, 67.89555920829812, -1.0, 8, 5
74.76778162304147, 67.89555625757855, -1.0, 9, 5
74.7749227791019, 67.89555299625735, -1.0, 10, 5
74.78206393306736, 67.89554942433469, 0.0, 11, 5
74.78920508474744, 67.8955455418107, 0.0, 12, 5
74.79634623395167, 67.89554134868558, 0.0, 13, 5
74.80348738048959, 67.89553684495948, 1.0, 14, 5
74.81062852417077, 67.89553203063258, 9.0, 15, 5
74.81776966480477, 67.89552690570511, 20.0, 16, 5
74.82491080220113, 67.89552147017726, 21.0, 17, 5
74.8320519361694, 67.89551572404928, 17.0, 18, 5
74.70351198038553, 67.89826138780477, -4.0, 0, 6
74.71065397146666, 67.89826092183884, -4.0, 1, 6
74.71779596216675, 67.898260145229, -3.0, 2, 6
74.72493795229525, 67.89825905797527, -3.0, 3, 6
74.73207994166167, 67.89825766007769, -3.0, 4, 6
74.73922193007547, 67.89825595153633, -2.0, 5, 6
74.74636391734612, 67.89825393235125, -2.0, 6, 6
74.75350590328311, 67.89825160252255, -2.0, 7, 6
74.76064788769591, 67.89824896205032, -1.0, 8, 6
74.767789870394, 67.89824601093466, -1.0, 9, 6
74.77493185118685, 67.89824274917571, -1.0, 10, 6
74.78207382988394, 67.8982391767736, 0.0, 11, 6
74.78921580629476, 67.89823529372848, 0.0, 12, 6
74.79635778022877, 67.89823110004052, 0.0, 13, 6
74.80349975149547, 67.89822659570989, 1.0, 14, 6
74.81064171990432, 67.89822178073678, 7.0, 15, 6
74.81778368526481, 67.89821665512139, 17.0, 16, 6
74.82492564738642, 67.89821121886396, 17.0, 17, 6
74.83206760607864, 67.89820547196467, 15.0, 18, 6
74.70351280532824, 67.90095114233546, -4.0, 0, 7
74.710655621352, 67.90095067630698, -4.0, 1, 7
74.71779843699458, 67.90094989959289, -4.0, 2, 7
74.72494125206536, 67.9009488121932, -3.0, 3, 7
74.73208406637376, 67.90094741410797, -3.0, 4, 7
74.73922687972916, 67.90094570533725, -3.0, 5, 7
74.74636969194098, 67.90094368588112, -2.0, 6, 7
74.75351250281862, 67.90094135573966, -2.0, 7, 7
74.7606553121715, 67.90093871491295, -2.0, 8, 7
74.76779811980899, 67.90093576340115, -1.0, 9, 7
74.77494092554052, 67.90093250120434, -1.0, 10, 7
74.78208372917548, 67.90092892832267, -1.0, 11, 7
74.7892265305233, 67.90092504475629, 0.0, 12, 7
74.79636932939336, 67.90092085050537, 0.0, 13, 7
74.80351212559506, 67.90091634557008, 0.0, 14, 7
74.81065491893783, 67.9009115299506, 5.0, 15, 7
74.81779770923106, 67.90090640364716, 14.0, 16, 7
74.82494049628417, 67.90090096665995, 16.0, 17, 7
74.83208327990656, 67.9008952189892, 15.0, 18, 7
74.70351363047727, 67.90364089597708, -4.0, 0, 8
74.71065727164999, 67.90364042988604, -4.0, 1, 8
74.71780091244139, 67.90363965306767, -4.0, 2, 8
74.72494455266076, 67.903638565522, -3.0, 3, 8
74.73208819211744, 67.90363716724907, -3.0, 4, 8
74.7392318306208, 67.90363545824894, -3.0, 5, 8
74.7463754679801, 67.9036334385217, -2.0, 6, 8
74.75351910400472, 67.9036311080674, -2.0, 7, 8
74.760662738504, 67.90362846688616, -2.0, 8, 8
74.76780637128722, 67.9036255149781, -1.0, 9, 8
74.77495000216375, 67.90362225234333, -1.0, 10, 8
74.78209363094291, 67.90361867898199, -1.0, 11, 8
74.78923725743404, 67.90361479489422, 0.0, 12, 8
74.79638088144645, 67.90361060008021, 0.0, 13, 8
74.80352450278949, 67.90360609454012, 0.0, 14, 8
74.8106681212725, 67.90360127827412, 4.0, 15, 8
74.81781173670478, 67.90359615128247, 14.0, 16, 8
74.82495534889571, 67.90359071356534, 18.0, 17, 8
74.83209895765458, 67.90358496512295, 17.0, 18, 8
74.7035144558327, 67.90633064872974, -4.0, 0, 9
74.71065892236079, 67.90633018257611, -4.0, 1, 9
74.71780338850739, 67.90632940565345, -4.0, 2, 9
74.72494785408175, 67.90632831796175, -4.0, 3, 9
74.73209231889314, 67.90632691950108, -3.0, 4, 9
74.73923678275081, 67.9063252102715, -3.0, 5, 9
74.74638124546402, 67.90632319027307, -2.0, 6, 9
74.75352570684203, 67.90632085950587, -2.0, 7, 9
74.76067016669408, 67.90631821797001, -2.0, 8, 9
74.76781462482944, 67.90631526566561, -1.0, 9, 9
74.77495908105736, 67.90631200259277, -1.0, 10, 9
74.78210353518712, 67.90630842875164, -1.0, 11, 9
74.78924798702795, 67.90630454414239, 0.0, 12, 9
74.79639243638911, 67.90630034876514, 0.0, 13, 9
74.80353688307989, 67.90629584262011, 0.0, 14, 9
74.81068132690952, 67.90629102570747, 2.0, 15, 9
74.81782576768727, 67.90628589802742, 15.0, 16, 9
74.82497020522239, 67.90628045958017, 22.0, 17, 9
74.83211463932416, 67.90627471036598, 21.0, 18, 9
74.70351528139462, 67.9090204005935, -4.0, 0, 10
74.71066057348453, 67.9090199343773, -4.0, 1, 10
74.71780586519282, 67.9090191573503, -4.0, 2, 10
74.72495115632864, 67.90901806951254, -4.0, 3, 10
74.7320964467012, 67.9090166708641, -3.0, 4, 10
74.73924173611968, 67.90901496140499, -3.0, 5, 10
74.74638702439326, 67.90901294113532, -3.0, 6, 10
74.75353231133111, 67.90901061005515, -2.0, 7, 10
74.76067759674243, 67.90900796816459, -2.0, 8, 10
74.76782288043638, 67.90900501546375, -2.0, 9, 10
74.77496816222218, 67.90900175195276, -1.0, 10, 10
74.782113441909, 67.90899817763173, -1.0, 11, 10
74.789258719306, 67.90899429250085, 0.0, 12, 10
74.7964039942224, 67.90899009656026, 0.0, 13, 10
74.80354926646737, 67.90898558981014, 0.0, 14, 10
74.8106945358501, 67.90898077225069, 3.0, 15, 10
74.81783980217978, 67.9089756438821, 19.0, 16, 10
74.82498506526558, 67.90897020470459, 27.0, 17, 10
74.8321303249167, 67.90896445471839, 27.0, 18, 10
74.70351610716307, 67.91171015156849, -5.0, 0, 11
74.71066222502137, 67.91170968528965, -4.0, 1, 11
74.71780834249789, 67.9117089081583, -4.0, 2, 11
74.72495445940173, 67.91170782017447, -4.0, 3, 11
74.73210057554202, 67.91170642133818, -3.0, 4, 11
74.73924669072785, 67.91170471164952, -3.0, 5, 11
74.74639280476833, 67.91170269110853, -3.0, 6, 11
74.75353891747258, 67.91170035971533, -2.0, 7, 11
74.76068502864972, 67.91169771746996, -2.0, 8, 11
74.76783113810883, 67.9116947643726, -2.0, 9, 11
74.77497724565904, 67.91169150042333, -1.0, 10, 11
74.78212335110946, 67.91168792562232, -1.0, 11, 11
74.7892694542692, 67.91168403996969, 0.0, 12, 11
74.79641555494737, 67.91167984346562, 0.0, 13, 11
74.80356165295309, 67.91167533611028, 0.0, 14, 11
74.81070774809545, 67.91167051790387, 4.0, 15, 11
74.8178538401836, 67.91166538884659, 23.0, 16, 11
74.82499992902662, 67.91165994893863, 31.0, 17, 11
74.83214601443363, 67.91165419818026, 31.0, 18, 11
74.70351693313815, 67.91439990165473, -5.0, 0, 12
74.71066387697145, 67.9143994353133, -5.0, 1, 12
74.71781082042283, 67.91439865807757, -4.0, 2, 12
74.72495776330132, 67.91439756994762, -4.0, 3, 12
74.73210470541595, 67.91439617092345, -4.0, 4, 12
74.73925164657575, 67.91439446100517, -3.0, 5, 12
74.74639858658978, 67.91439244019281, -3.0, 6, 12
74.75354552526706, 67.91439010848649, -3.0, 7, 12
74.76069246241661, 67.91438746588626, -2.0, 8, 12
74.76783939784751, 67.91438451239227, -2.0, 9, 12
74.77498633136877, 67.91438124800464, -1.0, 10, 12
74.78213326278942, 67.91437767272352, -1.0, 11, 12
74.78928019191851, 67.91437378654902, 0.0, 12, 12
74.79642711856506, 67.91436958948134, 0.0, 13, 12
74.80357404253814, 67.91436508152064, 0.0, 14, 12
74.81072096364679, 67.91436026266712, 7.0, 15, 12
74.81786788170001, 67.91435513292097, 25.0, 16, 12
74.82501479650686, 67.91434969228241, 34.0, 17, 12
74.83216170787641, 67.91434394075168, 35.0, 18, 12
74.70351775931992, 67.91708965085235, -5.0, 0, 13
74.71066552933495, 67.91708918444829, -5.0, 1, 13
74.71781329896788, 67.91708840710815, -4.0, 2, 13
74.72496106802771, 67.91708731883205, -4.0, 3, 13
74.73210883632338, 67.91708591961998, -4.0, 4, 13
74.73925660366386, 67.91708420947202, -3.0, 5, 13
74.74640436985813, 67.91708218838822, -3.0, 6, 13
74.75355213471512, 67.9170798563687, -3.0, 7, 13
74.76069989804382, 67.91707721341353, -2.0, 8, 13
74.76784765965319, 67.91707425952285, -2.0, 9, 13
74.77499541935218, 67.91707099469674, -2.0, 10, 13
74.78214317694976, 67.91706741893539, -1.0, 11, 13
74.78929093225489, 67.9170635322389, 0.0, 12, 13
74.79643868507655, 67.91705933460747, 0.0, 13, 13
74.80358643522369, 67.91705482604128, 0.0, 14, 13
74.81073418250529, 67.91705000654049, 6.0, 15, 13
74.8178819267303, 67.91704487610534, 23.0, 16, 13
74.82502966770768, 67.917039434736, 34.0, 17, 13
74.83217740524643, 67.91703368243273, 36.0, 18, 13
74.70351858570848, 67.91977939916144, -5.0, 0, 14
74.71066718211198, 67.91977893269473, -5.0, 1, 14
74.71781577813326, 67.91977815525019, -4.0, 2, 14
74.72496437358119, 67.91977706682788, -4.0, 3, 14
74.73211296826469, 67.91977566742784, -4.0, 4, 14
74.73926156199262, 67.91977395705015, -3.0, 5, 14
74.7464101545739, 67.91977193569487, -3.0, 6, 14
74.75355874581739, 67.91976960336208, -3.0, 7, 14
74.760707335532, 67.91976696005187, -2.0, 8, 14
74.76785592352661, 67.91976400576439, -2.0, 9, 14
74.7750045096101, 67.91976074049973, -2.0, 10, 14
74.78215309359139, 67.91975716425803, -1.0, 11, 14
74.78930167527935, 67.91975327703945, 0.0, 12, 14
74.79645025448286, 67.91974907884415, 0.0, 13, 14
74.80359883101083, 67.9197445696723, 0.0, 14, 14
74.81074740467216, 67.91973974952411, 4.0, 15, 14
74.81789597527572, 67.91973461839976, 20.0, 16, 14
74.82504454263042, 67.91972917629948, 34.0, 17, 14
74.83219310654515, 67.91972342322352, 37.0, 18, 14
74.70351941230389, 67.92246914658207, -5.0, 0, 15
74.71066883530271, 67.92246868005267, -5.0, 1, 15
74.71781825791918, 67.9224679025037, -5.0, 2, 15
74.72496767996208, 67.92246681393517, -4.0, 3, 15
74.73211710124025, 67.92246541434713, -4.0, 4, 15
74.73926652156248, 67.92246370373967, -4.0, 5, 15
74.74641594073762, 67.92246168211283, -3.0, 6, 15
74.75356535857446, 67.92245934946669, -3.0, 7, 15
74.76071477488182, 67.92245670580138, -3.0, 8, 15
74.76786418946853, 67.922453751117, -2.0, 9, 15
74.77501360214339, 67.92245048541368, -2.0, 10, 15
74.78216301271522, 67.92244690869153, -1.0, 11, 15
74.78931242099284, 67.92244302095071, -1.0, 12, 15
74.79646182678506, 67.92243882219141, 0.0, 13, 15
74.80361122990072, 67.92243431241378, 0.0, 14, 15
74.81076063014862, 67.92242949161803, 3.0, 15, 15
74.81791002733759, 67.92242435980435, 20.0, 16, 15
74.82505942127644, 67.92241891697296, 34.0, 17, 15
74.83220881177398, 67.92241316312409, 37.0, 18, 15
74.70352023910623, 67.92515889311434, -5.0, 0, 16
74.71067048890731, 67.92515842652226, -5.0, 1, 16
74.71782073832588, 67.9251576488688, -5.0, 2, 16
74.72497098717068, 67.92515656015402, -4.0, 3, 16
74.73212123525043, 67.92515516037794, -4.0, 4, 16
74.73927148237391, 67.92515344954064, -4.0, 5, 16
74.74642172834983, 67.92515142764218, -3.0, 6, 16
74.75357197298693, 67.92514909468265, -3.0, 7, 16
74.76072221609398, 67.92514645066214, -3.0, 8, 16
74.7678724574797, 67.92514349558077, -2.0, 9, 16
74.77502269695285, 67.92514022943867, -2.0, 10, 16
74.78217293432215, 67.92513665223595, -1.0, 11, 16
74.78932316939637, 67.9251327639728, -1.0, 12, 16
74.79647340198423, 67.92512856464937, 0.0, 13, 16
74.80362363189448, 67.92512405426582, 0.0, 14, 16
74.81077385893587, 67.92511923282235, 3.0, 15, 16
74.81792408291716, 67.92511410031918, 19.0, 16, 16
74.82507430364707, 67.9251086567565, 34.0, 17, 16
74.83222452093436, 67.92510290213457, 37.0, 18, 16
74.70352106611556, 67.92784863875833, -5.0, 0, 17
74.7106721429259, 67.92784817210355, -5.0, 1, 17
74.71782321935359, 67.9278473943456, -5.0, 2, 17
74.72497429520728, 67.92784630548452, -5.0, 3, 17
74.73212537029563, 67.92784490552036, -4.0, 4, 17
74.73927644442733, 67.92784319445317, -4.0, 5, 17
74.74642751741104, 67.92784117228302, -3.0, 6, 17
74.75357858905542, 67.92783883901001, -3.0, 7, 17
74.76072965916914, 67.92783619463422, -3.0, 8, 17
74.7678807275609, 67.92783323915577, -2.0, 9, 17
74.77503179403931, 67.92782997257478, -2.0, 10, 17
74.7821828584131, 67.92782639489141, -2.0, 11, 17
74.78933392049089, 67.9278225061058, -1.0, 12, 17
74.79648498008139, 67.92781830621809, 0.0, 13, 17
74.80363603699324, 67.92781379522847, 0.0, 14, 17
74.81078709103514, 67.92780897313716, 3.0, 15, 17
74.81793814201573, 67.92780383994433, 17.0, 16, 17
74.82508918974371, 67.9277983956502, 33.0, 17, 17
74.83224023402774, 67.927792640255, 36.0, 18, 17
74.70352189333197, 67.93053838351412, -5.0, 0, 18
74.71067379735865, 67.93053791679662, -5.0, 1, 18
74.71782570100252, 67.93053713893416, -5.0, 2, 18
74.72497760407218, 67.93053604992676, -5.0, 3, 18
74.73212950637621, 67.93053464977446, -4.0, 4, 18
74.73928140772321, 67.93053293847733, -4.0, 5, 18
74.74643330792179, 67.93053091603544, -4.0, 6, 18
74.75358520678051, 67.93052858244886, -3.0, 7, 18
74.760737104108, 67.93052593771772, -3.0, 8, 18
74.76788899971284, 67.9305229818421, -3.0, 9, 18
74.77504089340361, 67.93051971482215, -2.0, 10, 18
74.78219278498895, 67.93051613665799, -2.0, 11, 18
74.7893446742774, 67.93051224734978, -1.0, 12, 18
74.7964965610776, 67.93050804689767, 0.0, 13, 18
74.80364844519814, 67.93050353530187, 0.0, 14, 18
74.81080032644759, 67.93049871256254, 2.0, 15, 18
74.81795220463458, 67.93049357867989, 13.0, 16, 18
74.8251040795677, 67.93048813365414, 31.0, 17, 18
74.83225595105554, 67.93048237748552, 36.0, 18, 18
74.70352272075553, 67.93322812738178, -5.0, 0, 19
74.7106754522057, 67.93322766060157, -5.0, 1, 19
74.71782818327291, 67.93322688263456, -5.0, 2, 19
74.72498091376569, 67.9332257934808, -5.0, 3, 19
74.73213364349256, 67.93322439314034, -4.0, 4, 19
74.73928637226201, 67.9332226816132, -4.0, 5, 19
74.7464390998826, 67.9332206588995, -4.0, 6, 19
74.75359182616283, 67.9332183249993, -3.0, 7, 19
74.76074455091123, 67.9332156799127, -3.0, 8, 19
74.7678972739363, 67.93321272363984, -3.0, 9, 19
74.7750499950466, 67.9332094561808, -2.0, 10, 19
74.78220271405061, 67.93320587753576, -2.0, 11, 19
74.7893554307569, 67.93320198770485, -1.0, 12, 19
74.79650814497394, 67.93319778668821, 0.0, 13, 19
74.80366085651029, 67.93319327448606, 0.0, 14, 19
74.81081356517447, 67.93318845109857, 1.0, 15, 19
74.817966270775, 67.93318331652594, 11.0, 16, 19
74.8251189731204, 67.9331778707684, 28.0, 17, 19
74.83227167201919, 67.93317211382617, 36.0, 18, 19
74.70352354838631, 67.93591787036144, -6.0, 0, 20
74.71067710746722, 67.93591740351847, -5.0, 1, 20
74.717830666165, 67.93591662544691, -5.0, 2, 20
74.72498422428812, 67.93591553614675, -5.0, 3, 20
74.73213778164504, 67.93591413561805, -5.0, 4, 20
74.73929133804418, 67.93591242386088, -4.0, 5, 20
74.74644489329401, 67.93591040087531, -4.0, 6, 20
74.75359844720296, 67.93590806666141, -4.0, 7, 20
74.7607519995795, 67.9359054212193, -3.0, 8, 20
74.76790555023204, 67.93590246454907, -3.0, 9, 20
74.77505909896907, 67.93589919665087, -2.0, 10, 20
74.78221264559902, 67.9358956175248, -2.0, 11, 20
74.78936618993033, 67.93589172717105, -1.0, 12, 20
74.79651973177145, 67.93588752558976, 0.0, 13, 20
74.80367327093086, 67.93588301278113, 0.0, 14, 20
74.81082680721697, 67.93587818874533, 0.0, 15, 20
74.81798034043825, 67.93587305348258, 8.0, 16, 20
74.82513387040316, 67.93586760699307, 26.0, 17, 20
74.83228739692014, 67.93586184927707, 34.0, 18, 20
74.70352437622442, 67.93860761245315, -6.0, 0, 21
74.71067876314333, 67.93860714554744, -5.0, 1, 21
74.71783314967898, 67.93860636737128, -5.0, 2, 21
74.72498753563977, 67.9386052779247, -5.0, 3, 21
74.73214192083404, 67.93860387720774, -5.0, 4, 21
74.73929630507017, 67.93860216522046, -4.0, 5, 21
74.74645068815654, 67.93860014196295, -4.0, 6, 21
74.75360506990152, 67.93859780743529, -4.0, 7, 21
74.76075945011348, 67.93859516163756, -3.0, 8, 21
74.76791382860081, 67.9385922045699, -3.0, 9, 21
74.77506820517188, 67.9385889362324, -2.0, 10, 21
74.78222257963505, 67.93858535662524, -2.0, 11, 21
74.7893769517987, 67.93858146574853, -2.0, 12, 21
74.7965313214712, 67.93857726360245, 0.0, 13, 21
74.80368568846094, 67.9385727501872, 0.0, 14, 21
74.81084005257631, 67.93856792550294, 0.0, 15, 21
74.81799441362564, 67.93856278954989, 7.0, 16, 21
74.82514877141735, 67.93855734232827, 22.0, 17, 21
74.8323031257598, 67.93855158383829, 31.0, 18, 21
74.7035252042699, 67.94129735365703, -6.0, 0, 22
74.71068041923421, 67.94129688668855, -5.0, 1, 22
74.71783563381511, 67.94129610840777, -5.0, 2, 22
74.72499084782092, 67.94129501881473, -5.0, 3, 22
74.73214606105992, 67.94129361790947, -5.0, 4, 22
74.73930127334043, 67.94129190569204, -4.0, 5, 22
74.74645648447073, 67.94128988216254, -4.0, 6, 22
74.7536116942591, 67.94128754732102, -4.0, 7, 22
74.7607669025139, 67.9412849011676, -3.0, 8, 22
74.76792210904337, 67.9412819437024, -3.0, 9, 22
74.77507731365584, 67.94127867492554, -2.0, 10, 22
74.78223251615961, 67.94127509483712, -2.0, 11, 22
74.78938771636298, 67.94127120343735, -2.0, 12, 22
74.79654291407425, 67.94126700072636, 0.0, 13, 22
74.80369810910172, 67.94126248670435, 0.0, 14, 22
74.81085330125367, 67.94125766137148, 0.0, 15, 22
74.81800849033846, 67.94125252472796, 5.0, 16, 22
74.82516367616434, 67.94124707677403, 18.0, 17, 22
74.83231885853962, 67.9412413175099, 28.0, 18, 22
74.70352603252282, 67.94398709397313, -6.0, 0, 23
74.71068207573998, 67.94398662694186, -5.0, 1, 23
74.71783811857361, 67.94398584855645, -5.0, 2, 23
74.7249941608319, 67.94398475881691, -5.0, 3, 23
74.7321502023231, 67.9439833577233, -5.0, 4, 23
74.73930624285542, 67.94398164527567, -4.0, 5, 23
74.74646228223709, 67.9439796214741, -4.0, 6, 23
74.75361832027633, 67.94397728631867, -4.0, 7, 23
74.76077435678138, 67.94397463980948, -3.0, 8, 23
74.76793039156047, 67.94397168194665, -3.0, 9, 23
74.77508642442181, 67.9439684127303, -2.0, 10, 23
74.78224245517363, 67.94396483216056, -2.0, 11, 23
74.78939848362417, 67.94396094023759, -2.0, 12, 23
74.79655450958164, 67.94395673696155, 0.0, 13, 23
74.80371053285427, 67.94395222233263, 0.0, 14, 23
74.8108665532503, 67.94394739635099, 0.0, 15, 23
74.81802257057797, 67.94394225901688, 3.0, 16, 23
74.82517858464547, 67.94393681033048, 15.0, 17, 23
74.83233459526106, 67.94393105029204, 26.0, 18, 23
74.70352686098327, 67.94667683340155, -6.0, 0, 24
74.71068373266083, 67.9466763663075, -5.0, 1, 24
74.71784060395468, 67.94667558781742, -5.0, 2, 24
74.724997474673, 67.94667449793135, -5.0, 3, 24
74.73215434462391, 67.94667309664935, -5.0, 4, 24
74.73931121361558, 67.94667138397146, -4.0, 5, 24
74.74646808145616, 67.94666935989777, -4.0, 6, 24
74.7536249479538, 67.94666702442835, -4.0, 7, 24
74.76078181291665, 67.94666437756331, -3.0, 8, 24
74.76793867615287, 67.94666141930276, -3.0, 9, 24
74.7750955374706, 67.94665814964682, -2.0, 10, 24
74.782252396678, 67.94665456859562, -2.0, 11, 24
74.78940925358323, 67.94665067614933, -2.0, 12, 24
74.79656610799444, 67.94664647230812, 0.0, 13, 24
74.80372295971978, 67.94664195707215, 0.0, 14, 24
74.81087980856739, 67.94663713044162, 0.0, 15, 24
74.81803665434546, 67.94663199241671, 2.0, 16, 24
74.82519349686211, 67.94662654299768, 16.0, 17, 24
74.83235033592553, 67.94662078218472, 29.0, 18, 24
74.70352768965134, 67.94936657194239, -6.0, 0, 25
74.71068538999688, 67.94936610478553, -5.0, 1, 25
74.71784308995859, 67.94936532619076, -5.0, 2, 25
74.72500078934452, 67.94936423615813, -5.0, 3, 25
74.73215848796276, 67.94936283468768, -5.0, 4, 25
74.73931618562139, 67.94936112177949, -4.0, 5, 25
74.74647388212848, 67.9493590974336, -4.0, 6, 25
74.75363157729211, 67.94935676165012, -4.0, 7, 25
74.76078927092037, 67.94935411442914, -3.0, 8, 25
74.76794696282133, 67.94935115577077, -3.0, 9, 25
74.77510465280305, 67.94934788567514, -2.0, 10, 25
74.78226234067364, 67.9493443041424, -2.0, 11, 25
74.78942002624117, 67.94934041117267, -2.0, 12, 25
74.79657770931371, 67.94933620676615, 0.0, 13, 25
74.80373538969936, 67.94933169092299, 0.0, 14, 25
74.81089306720617, 67.94932686364339, 0.0, 15, 25
74.81805074164224, 67.94932172492756, 2.0, 16, 25
74.82520841281564, 67.94931627477571, 17.0, 17, 25
74.83236608053448, 67.94931051318808, 31.0, 18, 25
74.7035285185271, 67.95205630959573, -6.0, 0, 26
74.71068704774831, 67.95205584237603, -5.0, 1, 26
74.71784557658553, 67.95205506367655, -5.0, 2, 26
74.72500410484678, 67.95205397349733, -5.0, 3, 26
74.73216263234002, 67.9520525718384, -5.0, 4, 26
